"superkingdom"	"phylum"	"class"	"order"	"family"	"genus"	"OTU"
"Bacteroides:612"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:612"
"Lachnospiraceae:4427"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:4427"
"Bacteroides:613"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:613"
"Bacteroides:614"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:614"
"Bacteroides:615"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:615"
"Bacteroides:616"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:616"
"Bacteroides:617"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:617"
"Bacteroides:618"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:618"
"Prevotellaceae:418"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Prevotellaceae"	"NA"	"Prevotellaceae:418"
"Alistipes:160"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Rikenellaceae"	"Alistipes"	"Alistipes:160"
"Parabacteroides:820"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Porphyromonadaceae"	"Parabacteroides"	"Parabacteroides:820"
"Anaerovorax:28"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"IncertaeSedisXIII"	"Anaerovorax"	"Anaerovorax:28"
"Bacteroides:619"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:619"
"Bacteroides:620"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:620"
"Bacteroides:621"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:621"
"Prevotellaceae:419"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Prevotellaceae"	"NA"	"Prevotellaceae:419"
"Enterococcus:193"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Enterococcaceae"	"Enterococcus"	"Enterococcus:193"
"Bacilli:32"	"Bacteria"	"Firmicutes"	"Bacilli"	"NA"	"NA"	"NA"	"Bacilli:32"
"Unclassified-Screened:610"	"Bacteria"	"NA"	"NA"	"NA"	"NA"	"NA"	"Unclassified-Screened:610"
"Bacteroides:624"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:624"
"Lachnospiraceae:4430"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:4430"
"Lachnospiraceae:4431"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:4431"
"Bacteroides:625"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:625"
"Lachnospiraceae:4432"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:4432"
"Lachnospiraceae:4433"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:4433"
"Lachnospiraceae:4434"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:4434"
"Bacteroides:627"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:627"
"Hespellia:54"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Hespellia"	"Hespellia:54"
"Parabacteroides:824"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Porphyromonadaceae"	"Parabacteroides"	"Parabacteroides:824"
"Parabacteroides:825"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Porphyromonadaceae"	"Parabacteroides"	"Parabacteroides:825"
"Prevotellaceae:421"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Prevotellaceae"	"NA"	"Prevotellaceae:421"
"Bacteroidetes:74"	"Bacteria"	"Bacteroidetes"	"NA"	"NA"	"NA"	"NA"	"Bacteroidetes:74"
"Prevotellaceae:422"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Prevotellaceae"	"NA"	"Prevotellaceae:422"
"Bacteroides:628"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:628"
"Parabacteroides:826"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Porphyromonadaceae"	"Parabacteroides"	"Parabacteroides:826"
"Bacteroides:629"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:629"
"Prevotellaceae:423"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Prevotellaceae"	"NA"	"Prevotellaceae:423"
"Prevotellaceae:424"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Prevotellaceae"	"NA"	"Prevotellaceae:424"
"Bacteroidales:120"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"NA"	"NA"	"Bacteroidales:120"
"Parabacteroides:827"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Porphyromonadaceae"	"Parabacteroides"	"Parabacteroides:827"
"Unclassified-Screened:613"	"Bacteria"	"NA"	"NA"	"NA"	"NA"	"NA"	"Unclassified-Screened:613"
"Bryantella:98"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Bryantella"	"Bryantella:98"
"Alistipes:161"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Rikenellaceae"	"Alistipes"	"Alistipes:161"
"Bacteroides:630"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:630"
"Clostridiales:1126"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"NA"	"NA"	"Clostridiales:1126"
"Parabacteroides:828"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Porphyromonadaceae"	"Parabacteroides"	"Parabacteroides:828"
"Bacteroides:631"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:631"
"Bacteroides:633"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:633"
"Bacteroides:634"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:634"
"Bacteroides:635"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:635"
"Bacteroides:636"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:636"
"Clostridiales:1127"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"NA"	"NA"	"Clostridiales:1127"
"Lachnospiraceae:4436"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:4436"
"ErysipelotrichaceaeIncertaeSedis:331"	"Bacteria"	"Firmicutes"	"Erysipelotrichi"	"Erysipelotrichales"	"Erysipelotrichaceae"	"ErysipelotrichaceaeIncertaeSedis"	"ErysipelotrichaceaeIncertaeSedis:331"
"Coriobacteriaceae:11"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Coriobacteriales"	"Coriobacteriaceae"	"NA"	"Coriobacteriaceae:11"
"Lachnospiraceae:4437"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:4437"
"Firmicutes:582"	"Bacteria"	"Firmicutes"	"NA"	"NA"	"NA"	"NA"	"Firmicutes:582"
"Bacteroides:637"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:637"
"Prevotellaceae:426"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Prevotellaceae"	"NA"	"Prevotellaceae:426"
"Bacteroides:638"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:638"
"Parabacteroides:832"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Porphyromonadaceae"	"Parabacteroides"	"Parabacteroides:832"
"Prevotellaceae:427"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Prevotellaceae"	"NA"	"Prevotellaceae:427"
"Parabacteroides:833"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Porphyromonadaceae"	"Parabacteroides"	"Parabacteroides:833"
"Coriobacteriaceae:12"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Coriobacteriales"	"Coriobacteriaceae"	"NA"	"Coriobacteriaceae:12"
"Prevotellaceae:428"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Prevotellaceae"	"NA"	"Prevotellaceae:428"
"Enterococcaceae:54"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Enterococcaceae"	"NA"	"Enterococcaceae:54"
"Bacteroides:640"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:640"
"Bacteroides:641"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:641"
"Parabacteroides:834"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Porphyromonadaceae"	"Parabacteroides"	"Parabacteroides:834"
"Bacteroides:643"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:643"
"Bacteroides:644"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:644"
"Faecalibacterium:299"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Faecalibacterium"	"Faecalibacterium:299"
"Bacteroides:646"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:646"
"Ruminococcaceae:653"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"NA"	"Ruminococcaceae:653"
"Bacteroides:647"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:647"
"Bacteroides:649"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:649"
"Hespellia:55"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Hespellia"	"Hespellia:55"
"Lachnospiraceae:4440"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:4440"
"Bacteroides:653"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:653"
"Bryantella:99"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Bryantella"	"Bryantella:99"
"Bacteroides:655"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:655"
"Bacteroidales:122"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"NA"	"NA"	"Bacteroidales:122"
"Bacteroides:657"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:657"
"Bacteroidales:123"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"NA"	"NA"	"Bacteroidales:123"
"Lachnospiraceae:4441"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:4441"
"Bacteroidetes:76"	"Bacteria"	"Bacteroidetes"	"NA"	"NA"	"NA"	"NA"	"Bacteroidetes:76"
"Prevotellaceae:429"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Prevotellaceae"	"NA"	"Prevotellaceae:429"
"Prevotellaceae:430"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Prevotellaceae"	"NA"	"Prevotellaceae:430"
"Denitrobacterium:2"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Coriobacteriales"	"Coriobacteriaceae"	"Denitrobacterium"	"Denitrobacterium:2"
"Prevotellaceae:431"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Prevotellaceae"	"NA"	"Prevotellaceae:431"
"Lachnospiraceae:4443"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:4443"
"Prevotellaceae:432"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Prevotellaceae"	"NA"	"Prevotellaceae:432"
"Prevotellaceae:433"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Prevotellaceae"	"NA"	"Prevotellaceae:433"
"Prevotellaceae:434"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Prevotellaceae"	"NA"	"Prevotellaceae:434"
"Prevotellaceae:435"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Prevotellaceae"	"NA"	"Prevotellaceae:435"
"Lactobacillales:56"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"NA"	"NA"	"Lactobacillales:56"
"Parabacteroides:841"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Porphyromonadaceae"	"Parabacteroides"	"Parabacteroides:841"
"Propionibacterium:15"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Propionibacteriaceae"	"Propionibacterium"	"Propionibacterium:15"
"Bacteroides:658"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:658"
"Parabacteroides:842"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Porphyromonadaceae"	"Parabacteroides"	"Parabacteroides:842"
"Alistipes:162"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Rikenellaceae"	"Alistipes"	"Alistipes:162"
"Prevotellaceae:436"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Prevotellaceae"	"NA"	"Prevotellaceae:436"
"Bacteroides:659"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:659"
"Bacteroides:660"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:660"
"Bacteroides:662"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:662"
"Bacteroides:663"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:663"
"Bacteroides:665"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:665"
"Bacteroides:666"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:666"
"Parabacteroides:845"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Porphyromonadaceae"	"Parabacteroides"	"Parabacteroides:845"
"Bacteroidales:124"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"NA"	"NA"	"Bacteroidales:124"
"Bacteroides:667"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:667"
"Bacteroides:668"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:668"
"Bacteroides:669"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:669"
"Clostridiales:1129"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"NA"	"NA"	"Clostridiales:1129"
"Prevotellaceae:438"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Prevotellaceae"	"NA"	"Prevotellaceae:438"
"Bacteroides:671"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:671"
"Bacteroides:672"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:672"
"ErysipelotrichaceaeIncertaeSedis:332"	"Bacteria"	"Firmicutes"	"Erysipelotrichi"	"Erysipelotrichales"	"Erysipelotrichaceae"	"ErysipelotrichaceaeIncertaeSedis"	"ErysipelotrichaceaeIncertaeSedis:332"
"Bacteroides:674"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:674"
"Bacteroides:675"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:675"
"Bacteroides:678"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:678"
"Bacteroides:679"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:679"
"Firmicutes:584"	"Bacteria"	"Firmicutes"	"NA"	"NA"	"NA"	"NA"	"Firmicutes:584"
"Prevotellaceae:439"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Prevotellaceae"	"NA"	"Prevotellaceae:439"
"Parabacteroides:848"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Porphyromonadaceae"	"Parabacteroides"	"Parabacteroides:848"
"Bacteroides:680"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:680"
"Hespellia:56"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Hespellia"	"Hespellia:56"
"Bacteroides:682"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:682"
"Bacteroides:683"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:683"
"Prevotellaceae:440"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Prevotellaceae"	"NA"	"Prevotellaceae:440"
"Bacteroides:685"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:685"
"Bacteroides:686"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:686"
"Bacteroides:687"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:687"
"Prevotellaceae:441"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Prevotellaceae"	"NA"	"Prevotellaceae:441"
"Hespellia:57"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Hespellia"	"Hespellia:57"
"Lachnospiraceae:4450"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:4450"
"Bacteroidales:125"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"NA"	"NA"	"Bacteroidales:125"
"Bacteroides:690"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:690"
"Alistipes:165"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Rikenellaceae"	"Alistipes"	"Alistipes:165"
"Lachnospiraceae:4451"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:4451"
"Prevotellaceae:443"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Prevotellaceae"	"NA"	"Prevotellaceae:443"
"Parabacteroides:849"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Porphyromonadaceae"	"Parabacteroides"	"Parabacteroides:849"
"Alistipes:166"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Rikenellaceae"	"Alistipes"	"Alistipes:166"
"Bacteroides:693"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:693"
"Unclassified-Screened:619"	"Bacteria"	"NA"	"NA"	"NA"	"NA"	"NA"	"Unclassified-Screened:619"
"Bacteroides:694"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:694"
"Lachnospiraceae:4453"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:4453"
"Prevotellaceae:444"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Prevotellaceae"	"NA"	"Prevotellaceae:444"
"Prevotellaceae:445"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Prevotellaceae"	"NA"	"Prevotellaceae:445"
"Bacteroides:695"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:695"
"Bacteroides:696"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:696"
"Parabacteroides:851"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Porphyromonadaceae"	"Parabacteroides"	"Parabacteroides:851"
"Bacteroides:697"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:697"
"Bacteroides:698"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:698"
"Bacteroides:699"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:699"
"Bacteroides:700"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:700"
"Bacteroides:701"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:701"
"Clostridiales:1131"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"NA"	"NA"	"Clostridiales:1131"
"Parabacteroides:852"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Porphyromonadaceae"	"Parabacteroides"	"Parabacteroides:852"
"Bacteroides:702"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:702"
"Bacteroides:704"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:704"
"Alistipes:167"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Rikenellaceae"	"Alistipes"	"Alistipes:167"
"Parabacteroides:855"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Porphyromonadaceae"	"Parabacteroides"	"Parabacteroides:855"
"Prevotellaceae:446"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Prevotellaceae"	"NA"	"Prevotellaceae:446"
"Bacteroides:706"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:706"
"Lachnospiraceae:4454"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:4454"
"Bacteroides:707"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:707"
"Prevotellaceae:447"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Prevotellaceae"	"NA"	"Prevotellaceae:447"
"Bacteroides:708"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:708"
"Bacteroides:709"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:709"
"Bacteroides:710"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:710"
